शब्दः,लिङ्गम्,अर्थः,प्रसिद्धिः,उपाधिभेदः,जातिभेदः १,जातिभेदः २,जातिभेदः ३,जातिभेदः ४,जातिभेदः ५,जातिभेदः ६,समानाः,संबन्धिनः,अपराजातिः।
भीम,पुं।,शिवः,,,द्रव्यम्,आत्मा,ईश्वरः,,,,"शम्भु,ईश,पशुपति,शिव,शूलिन्,महेश्वर,ईश्वर,शर्व,ईशान,शङ्कर,चन्द्रशेखर,भूतेश,खण्डपरशु,गिरीश,गिरिश,मृड,मृत्युञ्जय,कृत्तिवासस्,पिनाकिन्,प्रमथाधिप,उग्र,कपर्दिन्,श्रीकण्ठ,शितिकण्ठ,कपालभृत्,वामदेव,महादेव,विरूपाक्ष,त्रिलोचन,कृशानुरेतस्,सर्वज्ञ,धूर्जटि,नीललोहित,हर,स्मरहर,भर्ग,त्र्यम्बक,त्रिपुरान्तक,गङ्गाधर,अन्धकरिपु,क्रतुध्वंसिन्,वृषध्वज,व्योमकेश,भव,भीम,स्थाणु,रुद्र,उमापति,अहिर्बुध्न्य,अष्टमूर्ति,गजारि,महानट,अज,शिपिविष्ट,नीलकण्ठ,वृषाकपि","शिवस्य_जटाबन्धः,पार्वती,शक्तिदेवता,शिवस्य_जटाबन्धः,शिवधनुः,शिवानुचरः,शक्तिदेवता,अणुताद्यष्टविधप्रभावः,सिद्धिः,नन्दिः,चर्ममुण्डा,शिवस्य_जटाबन्धः,सिद्धिः,गणेशः,कार्तिकेयः,शिवधनुः,शिवानुचरः,नन्दिः,चर्ममुण्डा",
स्थाणु,पुं।,शिवः,,,द्रव्यम्,आत्मा,ईश्वरः,,,,"शम्भु,ईश,पशुपति,शिव,शूलिन्,महेश्वर,ईश्वर,शर्व,ईशान,शङ्कर,चन्द्रशेखर,भूतेश,खण्डपरशु,गिरीश,गिरिश,मृड,मृत्युञ्जय,कृत्तिवासस्,पिनाकिन्,प्रमथाधिप,उग्र,कपर्दिन्,श्रीकण्ठ,शितिकण्ठ,कपालभृत्,वामदेव,महादेव,विरूपाक्ष,त्रिलोचन,कृशानुरेतस्,सर्वज्ञ,धूर्जटि,नीललोहित,हर,स्मरहर,भर्ग,त्र्यम्बक,त्रिपुरान्तक,गङ्गाधर,अन्धकरिपु,क्रतुध्वंसिन्,वृषध्वज,व्योमकेश,भव,भीम,स्थाणु,रुद्र,उमापति,अहिर्बुध्न्य,अष्टमूर्ति,गजारि,महानट,अज,शिपिविष्ट,नीलकण्ठ,वृषाकपि","शिवस्य_जटाबन्धः,पार्वती,शक्तिदेवता,शिवस्य_जटाबन्धः,शिवधनुः,शिवानुचरः,शक्तिदेवता,अणुताद्यष्टविधप्रभावः,सिद्धिः,नन्दिः,चर्ममुण्डा,शिवस्य_जटाबन्धः,सिद्धिः,गणेशः,कार्तिकेयः,शिवधनुः,शिवानुचरः,नन्दिः,चर्ममुण्डा",
रुद्र,पुं।,शिवः,,,द्रव्यम्,आत्मा,ईश्वरः,,,,"शम्भु,ईश,पशुपति,शिव,शूलिन्,महेश्वर,ईश्वर,शर्व,ईशान,शङ्कर,चन्द्रशेखर,भूतेश,खण्डपरशु,गिरीश,गिरिश,मृड,मृत्युञ्जय,कृत्तिवासस्,पिनाकिन्,प्रमथाधिप,उग्र,कपर्दिन्,श्रीकण्ठ,शितिकण्ठ,कपालभृत्,वामदेव,महादेव,विरूपाक्ष,त्रिलोचन,कृशानुरेतस्,सर्वज्ञ,धूर्जटि,नीललोहित,हर,स्मरहर,भर्ग,त्र्यम्बक,त्रिपुरान्तक,गङ्गाधर,अन्धकरिपु,क्रतुध्वंसिन्,वृषध्वज,व्योमकेश,भव,भीम,स्थाणु,रुद्र,उमापति,अहिर्बुध्न्य,अष्टमूर्ति,गजारि,महानट,अज,शिपिविष्ट,नीलकण्ठ,वृषाकपि","शिवस्य_जटाबन्धः,पार्वती,शक्तिदेवता,शिवस्य_जटाबन्धः,शिवधनुः,शिवानुचरः,शक्तिदेवता,अणुताद्यष्टविधप्रभावः,सिद्धिः,नन्दिः,चर्ममुण्डा,शिवस्य_जटाबन्धः,सिद्धिः,गणेशः,कार्तिकेयः,शिवधनुः,शिवानुचरः,नन्दिः,चर्ममुण्डा",
उमापति,पुं।,शिवः,,,द्रव्यम्,आत्मा,ईश्वरः,,,,"शम्भु,ईश,पशुपति,शिव,शूलिन्,महेश्वर,ईश्वर,शर्व,ईशान,शङ्कर,चन्द्रशेखर,भूतेश,खण्डपरशु,गिरीश,गिरिश,मृड,मृत्युञ्जय,कृत्तिवासस्,पिनाकिन्,प्रमथाधिप,उग्र,कपर्दिन्,श्रीकण्ठ,शितिकण्ठ,कपालभृत्,वामदेव,महादेव,विरूपाक्ष,त्रिलोचन,कृशानुरेतस्,सर्वज्ञ,धूर्जटि,नीललोहित,हर,स्मरहर,भर्ग,त्र्यम्बक,त्रिपुरान्तक,गङ्गाधर,अन्धकरिपु,क्रतुध्वंसिन्,वृषध्वज,व्योमकेश,भव,भीम,स्थाणु,रुद्र,उमापति,अहिर्बुध्न्य,अष्टमूर्ति,गजारि,महानट,अज,शिपिविष्ट,नीलकण्ठ,वृषाकपि","शिवस्य_जटाबन्धः,पार्वती,शक्तिदेवता,शिवस्य_जटाबन्धः,शिवधनुः,शिवानुचरः,शक्तिदेवता,अणुताद्यष्टविधप्रभावः,सिद्धिः,नन्दिः,चर्ममुण्डा,शिवस्य_जटाबन्धः,सिद्धिः,गणेशः,कार्तिकेयः,शिवधनुः,शिवानुचरः,नन्दिः,चर्ममुण्डा",
अहिर्बुध्न्य,पुं।,शिवः,,,द्रव्यम्,आत्मा,ईश्वरः,,,,"शम्भु,ईश,पशुपति,शिव,शूलिन्,महेश्वर,ईश्वर,शर्व,ईशान,शङ्कर,चन्द्रशेखर,भूतेश,खण्डपरशु,गिरीश,गिरिश,मृड,मृत्युञ्जय,कृत्तिवासस्,पिनाकिन्,प्रमथाधिप,उग्र,कपर्दिन्,श्रीकण्ठ,शितिकण्ठ,कपालभृत्,वामदेव,महादेव,विरूपाक्ष,त्रिलोचन,कृशानुरेतस्,सर्वज्ञ,धूर्जटि,नीललोहित,हर,स्मरहर,भर्ग,त्र्यम्बक,त्रिपुरान्तक,गङ्गाधर,अन्धकरिपु,क्रतुध्वंसिन्,वृषध्वज,व्योमकेश,भव,भीम,स्थाणु,रुद्र,उमापति,अहिर्बुध्न्य,अष्टमूर्ति,गजारि,महानट,अज,शिपिविष्ट,नीलकण्ठ,वृषाकपि","शिवस्य_जटाबन्धः,पार्वती,शक्तिदेवता,शिवस्य_जटाबन्धः,शिवधनुः,शिवानुचरः,शक्तिदेवता,अणुताद्यष्टविधप्रभावः,सिद्धिः,नन्दिः,चर्ममुण्डा,शिवस्य_जटाबन्धः,सिद्धिः,गणेशः,कार्तिकेयः,शिवधनुः,शिवानुचरः,नन्दिः,चर्ममुण्डा",
अष्टमूर्ति,पुं।,शिवः,,,द्रव्यम्,आत्मा,ईश्वरः,,,,"शम्भु,ईश,पशुपति,शिव,शूलिन्,महेश्वर,ईश्वर,शर्व,ईशान,शङ्कर,चन्द्रशेखर,भूतेश,खण्डपरशु,गिरीश,गिरिश,मृड,मृत्युञ्जय,कृत्तिवासस्,पिनाकिन्,प्रमथाधिप,उग्र,कपर्दिन्,श्रीकण्ठ,शितिकण्ठ,कपालभृत्,वामदेव,महादेव,विरूपाक्ष,त्रिलोचन,कृशानुरेतस्,सर्वज्ञ,धूर्जटि,नीललोहित,हर,स्मरहर,भर्ग,त्र्यम्बक,त्रिपुरान्तक,गङ्गाधर,अन्धकरिपु,क्रतुध्वंसिन्,वृषध्वज,व्योमकेश,भव,भीम,स्थाणु,रुद्र,उमापति,अहिर्बुध्न्य,अष्टमूर्ति,गजारि,महानट,अज,शिपिविष्ट,नीलकण्ठ,वृषाकपि","शिवस्य_जटाबन्धः,पार्वती,शक्तिदेवता,शिवस्य_जटाबन्धः,शिवधनुः,शिवानुचरः,शक्तिदेवता,अणुताद्यष्टविधप्रभावः,सिद्धिः,नन्दिः,चर्ममुण्डा,शिवस्य_जटाबन्धः,सिद्धिः,गणेशः,कार्तिकेयः,शिवधनुः,शिवानुचरः,नन्दिः,चर्ममुण्डा",
गजारि,पुं।,शिवः,,,द्रव्यम्,आत्मा,ईश्वरः,,,,"शम्भु,ईश,पशुपति,शिव,शूलिन्,महेश्वर,ईश्वर,शर्व,ईशान,शङ्कर,चन्द्रशेखर,भूतेश,खण्डपरशु,गिरीश,गिरिश,मृड,मृत्युञ्जय,कृत्तिवासस्,पिनाकिन्,प्रमथाधिप,उग्र,कपर्दिन्,श्रीकण्ठ,शितिकण्ठ,कपालभृत्,वामदेव,महादेव,विरूपाक्ष,त्रिलोचन,कृशानुरेतस्,सर्वज्ञ,धूर्जटि,नीललोहित,हर,स्मरहर,भर्ग,त्र्यम्बक,त्रिपुरान्तक,गङ्गाधर,अन्धकरिपु,क्रतुध्वंसिन्,वृषध्वज,व्योमकेश,भव,भीम,स्थाणु,रुद्र,उमापति,अहिर्बुध्न्य,अष्टमूर्ति,गजारि,महानट,अज,शिपिविष्ट,नीलकण्ठ,वृषाकपि","शिवस्य_जटाबन्धः,पार्वती,शक्तिदेवता,शिवस्य_जटाबन्धः,शिवधनुः,शिवानुचरः,शक्तिदेवता,अणुताद्यष्टविधप्रभावः,सिद्धिः,नन्दिः,चर्ममुण्डा,शिवस्य_जटाबन्धः,सिद्धिः,गणेशः,कार्तिकेयः,शिवधनुः,शिवानुचरः,नन्दिः,चर्ममुण्डा",
महानट,पुं।,शिवः,,,द्रव्यम्,आत्मा,ईश्वरः,,,,"शम्भु,ईश,पशुपति,शिव,शूलिन्,महेश्वर,ईश्वर,शर्व,ईशान,शङ्कर,चन्द्रशेखर,भूतेश,खण्डपरशु,गिरीश,गिरिश,मृड,मृत्युञ्जय,कृत्तिवासस्,पिनाकिन्,प्रमथाधिप,उग्र,कपर्दिन्,श्रीकण्ठ,शितिकण्ठ,कपालभृत्,वामदेव,महादेव,विरूपाक्ष,त्रिलोचन,कृशानुरेतस्,सर्वज्ञ,धूर्जटि,नीललोहित,हर,स्मरहर,भर्ग,त्र्यम्बक,त्रिपुरान्तक,गङ्गाधर,अन्धकरिपु,क्रतुध्वंसिन्,वृषध्वज,व्योमकेश,भव,भीम,स्थाणु,रुद्र,उमापति,अहिर्बुध्न्य,अष्टमूर्ति,गजारि,महानट,अज,शिपिविष्ट,नीलकण्ठ,वृषाकपि","शिवस्य_जटाबन्धः,पार्वती,शक्तिदेवता,शिवस्य_जटाबन्धः,शिवधनुः,शिवानुचरः,शक्तिदेवता,अणुताद्यष्टविधप्रभावः,सिद्धिः,नन्दिः,चर्ममुण्डा,शिवस्य_जटाबन्धः,सिद्धिः,गणेशः,कार्तिकेयः,शिवधनुः,शिवानुचरः,नन्दिः,चर्ममुण्डा",
कपर्द,पुं।,शिवस्य_जटाबन्धः,,,द्रव्यम्,पृथ्वी,अचलनिर्जीवः,अलौकिकाचलनिर्जीववस्तु,,,"कपर्द,जटाजूट","शिवः,शिवः",
जटाजूट,पुं।,शिवस्य_जटाबन्धः,,,द्रव्यम्,पृथ्वी,अचलनिर्जीवः,अलौकिकाचलनिर्जीववस्तु,,,"कपर्द,जटाजूट","शिवः,शिवः",
पिनाक,पुं।,शिवधनुः,,"उपकरणम्,अलौकिकोपकरणम्",,,,,,,"पिनाक,अजगव","शिवः,शिवः",
अजगव,नपुं।,शिवधनुः,,"उपकरणम्,अलौकिकोपकरणम्",,,,,,,"पिनाक,अजगव","शिवः,शिवः",
प्रमथ,पुं।,शिवानुचरः,,,द्रव्यम्,आत्मा,देवयोनिः,,,,"प्रमथ,पारिषद,गण","शिवः,शिवः",नन्दिः
पारिषद,पुं।,शिवानुचरः,,,द्रव्यम्,आत्मा,देवयोनिः,,,,"प्रमथ,पारिषद,गण","शिवः,शिवः",नन्दिः
ब्राह्मी,स्त्री।,शक्तिदेवता,,,द्रव्यम्,आत्मा,देवता,,,,"ब्राह्मी,माहेश्वरी,कौमारी,वैष्णवी,वाराही,इन्द्राणी,चामुण्डा","शिवः,शिवः",चर्ममुण्डा
माहेश्वरी,स्त्री।,शक्तिदेवता,,,द्रव्यम्,आत्मा,देवता,,,,"ब्राह्मी,माहेश्वरी,कौमारी,वैष्णवी,वाराही,इन्द्राणी,चामुण्डा","शिवः,शिवः",चर्ममुण्डा
कौमारी,स्त्री।,शक्तिदेवता,,,द्रव्यम्,आत्मा,देवता,,,,"ब्राह्मी,माहेश्वरी,कौमारी,वैष्णवी,वाराही,इन्द्राणी,चामुण्डा","शिवः,शिवः",चर्ममुण्डा
वैष्णवी,स्त्री।,शक्तिदेवता,,,द्रव्यम्,आत्मा,देवता,,,,"ब्राह्मी,माहेश्वरी,कौमारी,वैष्णवी,वाराही,इन्द्राणी,चामुण्डा","शिवः,शिवः",चर्ममुण्डा
वाराही,स्त्री।,शक्तिदेवता,,,द्रव्यम्,आत्मा,देवता,,,,"ब्राह्मी,माहेश्वरी,कौमारी,वैष्णवी,वाराही,इन्द्राणी,चामुण्डा","शिवः,शिवः",चर्ममुण्डा
इन्द्राणी,स्त्री।,शक्तिदेवता,,,द्रव्यम्,आत्मा,देवता,,,,"ब्राह्मी,माहेश्वरी,कौमारी,वैष्णवी,वाराही,इन्द्राणी,चामुण्डा","शिवः,शिवः",चर्ममुण्डा
चामुण्डा,स्त्री।,शक्तिदेवता,,,द्रव्यम्,आत्मा,देवता,,,,"ब्राह्मी,माहेश्वरी,कौमारी,वैष्णवी,वाराही,इन्द्राणी,चामुण्डा","शिवः,शिवः",चर्ममुण्डा
विभूति,स्त्री।,अणुताद्यष्टविधप्रभावः,,,द्रव्यम्,तेजः,,,,,"विभूति,भूति,ऐश्वर्य",शिवः,
भूति,स्त्री।,अणुताद्यष्टविधप्रभावः,,,द्रव्यम्,तेजः,,,,,"विभूति,भूति,ऐश्वर्य",शिवः,
ऐश्वर्य,नपुं।,अणुताद्यष्टविधप्रभावः,,,द्रव्यम्,तेजः,,,,,"विभूति,भूति,ऐश्वर्य",शिवः,
अणिमन्,पुं।,सिद्धिः,,शक्तिः,,,,,,,"अणिमन्,महिमन्,गरिमन्,लघिमन्,प्राप्ति,प्राकाम्य,ईशित्व,वशित्व","शिवः,शिवः",अणुताद्यष्टविधप्रभावः
महिमन्,पुं।,सिद्धिः,,शक्तिः,,,,,,,"अणिमन्,महिमन्,गरिमन्,लघिमन्,प्राप्ति,प्राकाम्य,ईशित्व,वशित्व","शिवः,शिवः",अणुताद्यष्टविधप्रभावः
गरिमन्,पुं।,सिद्धिः,,शक्तिः,,,,,,,"अणिमन्,महिमन्,गरिमन्,लघिमन्,प्राप्ति,प्राकाम्य,ईशित्व,वशित्व","शिवः,शिवः",अणुताद्यष्टविधप्रभावः
लघिमन्,पुं।,सिद्धिः,,शक्तिः,,,,,,,"अणिमन्,महिमन्,गरिमन्,लघिमन्,प्राप्ति,प्राकाम्य,ईशित्व,वशित्व","शिवः,शिवः",अणुताद्यष्टविधप्रभावः
प्राप्ति,स्त्री।,सिद्धिः,,शक्तिः,,,,,,,"अणिमन्,महिमन्,गरिमन्,लघिमन्,प्राप्ति,प्राकाम्य,ईशित्व,वशित्व","शिवः,शिवः",अणुताद्यष्टविधप्रभावः
प्राकाम्य,नपुं।,सिद्धिः,,शक्तिः,,,,,,,"अणिमन्,महिमन्,गरिमन्,लघिमन्,प्राप्ति,प्राकाम्य,ईशित्व,वशित्व","शिवः,शिवः",अणुताद्यष्टविधप्रभावः
ईशित्व,नपुं।,सिद्धिः,,शक्तिः,,,,,,,"अणिमन्,महिमन्,गरिमन्,लघिमन्,प्राप्ति,प्राकाम्य,ईशित्व,वशित्व","शिवः,शिवः",अणुताद्यष्टविधप्रभावः
वशित्व,नपुं।,सिद्धिः,,शक्तिः,,,,,,,"अणिमन्,महिमन्,गरिमन्,लघिमन्,प्राप्ति,प्राकाम्य,ईशित्व,वशित्व","शिवः,शिवः",अणुताद्यष्टविधप्रभावः
उमा,स्त्री।,पार्वती,,,द्रव्यम्,आत्मा,देवता,,,,"उमा,कात्यायनी,गौरी,काली,हैमवती,ईश्वरी,शिवा,भवानी,रुद्राणी,शर्वाणी,सर्वमङ्गला,अपर्णा,पार्वती,दुर्गा,मृडानी,चण्डिका,अम्बिका,आर्या,दाक्षायणी,गिरिजा,मेनकात्मजा,वृषाकपायी","शिवः,हिमवान्",
कात्यायनी,स्त्री।,पार्वती,,,द्रव्यम्,आत्मा,देवता,,,,"उमा,कात्यायनी,गौरी,काली,हैमवती,ईश्वरी,शिवा,भवानी,रुद्राणी,शर्वाणी,सर्वमङ्गला,अपर्णा,पार्वती,दुर्गा,मृडानी,चण्डिका,अम्बिका,आर्या,दाक्षायणी,गिरिजा,मेनकात्मजा,वृषाकपायी","शिवः,हिमवान्",
गौरी,स्त्री।,पार्वती,,,द्रव्यम्,आत्मा,देवता,,,,"उमा,कात्यायनी,गौरी,काली,हैमवती,ईश्वरी,शिवा,भवानी,रुद्राणी,शर्वाणी,सर्वमङ्गला,अपर्णा,पार्वती,दुर्गा,मृडानी,चण्डिका,अम्बिका,आर्या,दाक्षायणी,गिरिजा,मेनकात्मजा,वृषाकपायी","शिवः,हिमवान्",
काली,स्त्री।,पार्वती,,,द्रव्यम्,आत्मा,देवता,,,,"उमा,कात्यायनी,गौरी,काली,हैमवती,ईश्वरी,शिवा,भवानी,रुद्राणी,शर्वाणी,सर्वमङ्गला,अपर्णा,पार्वती,दुर्गा,मृडानी,चण्डिका,अम्बिका,आर्या,दाक्षायणी,गिरिजा,मेनकात्मजा,वृषाकपायी","शिवः,हिमवान्",
हैमवती,स्त्री।,पार्वती,,,द्रव्यम्,आत्मा,देवता,,,,"उमा,कात्यायनी,गौरी,काली,हैमवती,ईश्वरी,शिवा,भवानी,रुद्राणी,शर्वाणी,सर्वमङ्गला,अपर्णा,पार्वती,दुर्गा,मृडानी,चण्डिका,अम्बिका,आर्या,दाक्षायणी,गिरिजा,मेनकात्मजा,वृषाकपायी","शिवः,हिमवान्",
ईश्वरी,स्त्री।,पार्वती,,,द्रव्यम्,आत्मा,देवता,,,,"उमा,कात्यायनी,गौरी,काली,हैमवती,ईश्वरी,शिवा,भवानी,रुद्राणी,शर्वाणी,सर्वमङ्गला,अपर्णा,पार्वती,दुर्गा,मृडानी,चण्डिका,अम्बिका,आर्या,दाक्षायणी,गिरिजा,मेनकात्मजा,वृषाकपायी","शिवः,हिमवान्",
शिवा,स्त्री।,पार्वती,,,द्रव्यम्,आत्मा,देवता,,,,"उमा,कात्यायनी,गौरी,काली,हैमवती,ईश्वरी,शिवा,भवानी,रुद्राणी,शर्वाणी,सर्वमङ्गला,अपर्णा,पार्वती,दुर्गा,मृडानी,चण्डिका,अम्बिका,आर्या,दाक्षायणी,गिरिजा,मेनकात्मजा,वृषाकपायी","शिवः,हिमवान्",
भवानी,स्त्री।,पार्वती,,,द्रव्यम्,आत्मा,देवता,,,,"उमा,कात्यायनी,गौरी,काली,हैमवती,ईश्वरी,शिवा,भवानी,रुद्राणी,शर्वाणी,सर्वमङ्गला,अपर्णा,पार्वती,दुर्गा,मृडानी,चण्डिका,अम्बिका,आर्या,दाक्षायणी,गिरिजा,मेनकात्मजा,वृषाकपायी","शिवः,हिमवान्",
रुद्राणी,स्त्री।,पार्वती,,,द्रव्यम्,आत्मा,देवता,,,,"उमा,कात्यायनी,गौरी,काली,हैमवती,ईश्वरी,शिवा,भवानी,रुद्राणी,शर्वाणी,सर्वमङ्गला,अपर्णा,पार्वती,दुर्गा,मृडानी,चण्डिका,अम्बिका,आर्या,दाक्षायणी,गिरिजा,मेनकात्मजा,वृषाकपायी","शिवः,हिमवान्",
शर्वाणी,स्त्री।,पार्वती,,,द्रव्यम्,आत्मा,देवता,,,,"उमा,कात्यायनी,गौरी,काली,हैमवती,ईश्वरी,शिवा,भवानी,रुद्राणी,शर्वाणी,सर्वमङ्गला,अपर्णा,पार्वती,दुर्गा,मृडानी,चण्डिका,अम्बिका,आर्या,दाक्षायणी,गिरिजा,मेनकात्मजा,वृषाकपायी","शिवः,हिमवान्",
सर्वमङ्गला,स्त्री।,पार्वती,,,द्रव्यम्,आत्मा,देवता,,,,"उमा,कात्यायनी,गौरी,काली,हैमवती,ईश्वरी,शिवा,भवानी,रुद्राणी,शर्वाणी,सर्वमङ्गला,अपर्णा,पार्वती,दुर्गा,मृडानी,चण्डिका,अम्बिका,आर्या,दाक्षायणी,गिरिजा,मेनकात्मजा,वृषाकपायी","शिवः,हिमवान्",
अपर्णा,स्त्री।,पार्वती,,,द्रव्यम्,आत्मा,देवता,,,,"उमा,कात्यायनी,गौरी,काली,हैमवती,ईश्वरी,शिवा,भवानी,रुद्राणी,शर्वाणी,सर्वमङ्गला,अपर्णा,पार्वती,दुर्गा,मृडानी,चण्डिका,अम्बिका,आर्या,दाक्षायणी,गिरिजा,मेनकात्मजा,वृषाकपायी","शिवः,हिमवान्",
पार्वती,स्त्री।,पार्वती,,,द्रव्यम्,आत्मा,देवता,,,,"उमा,कात्यायनी,गौरी,काली,हैमवती,ईश्वरी,शिवा,भवानी,रुद्राणी,शर्वाणी,सर्वमङ्गला,अपर्णा,पार्वती,दुर्गा,मृडानी,चण्डिका,अम्बिका,आर्या,दाक्षायणी,गिरिजा,मेनकात्मजा,वृषाकपायी","शिवः,हिमवान्",
दुर्गा,स्त्री।,पार्वती,,,द्रव्यम्,आत्मा,देवता,,,,"उमा,कात्यायनी,गौरी,काली,हैमवती,ईश्वरी,शिवा,भवानी,रुद्राणी,शर्वाणी,सर्वमङ्गला,अपर्णा,पार्वती,दुर्गा,मृडानी,चण्डिका,अम्बिका,आर्या,दाक्षायणी,गिरिजा,मेनकात्मजा,वृषाकपायी","शिवः,हिमवान्",
मृडानी,स्त्री।,पार्वती,,,द्रव्यम्,आत्मा,देवता,,,,"उमा,कात्यायनी,गौरी,काली,हैमवती,ईश्वरी,शिवा,भवानी,रुद्राणी,शर्वाणी,सर्वमङ्गला,अपर्णा,पार्वती,दुर्गा,मृडानी,चण्डिका,अम्बिका,आर्या,दाक्षायणी,गिरिजा,मेनकात्मजा,वृषाकपायी","शिवः,हिमवान्",
चण्डिका,स्त्री।,पार्वती,,,द्रव्यम्,आत्मा,देवता,,,,"उमा,कात्यायनी,गौरी,काली,हैमवती,ईश्वरी,शिवा,भवानी,रुद्राणी,शर्वाणी,सर्वमङ्गला,अपर्णा,पार्वती,दुर्गा,मृडानी,चण्डिका,अम्बिका,आर्या,दाक्षायणी,गिरिजा,मेनकात्मजा,वृषाकपायी","शिवः,हिमवान्",
अम्बिका,स्त्री।,पार्वती,,,द्रव्यम्,आत्मा,देवता,,,,"उमा,कात्यायनी,गौरी,काली,हैमवती,ईश्वरी,शिवा,भवानी,रुद्राणी,शर्वाणी,सर्वमङ्गला,अपर्णा,पार्वती,दुर्गा,मृडानी,चण्डिका,अम्बिका,आर्या,दाक्षायणी,गिरिजा,मेनकात्मजा,वृषाकपायी","शिवः,हिमवान्",
आर्या,स्त्री।,पार्वती,,,द्रव्यम्,आत्मा,देवता,,,,"उमा,कात्यायनी,गौरी,काली,हैमवती,ईश्वरी,शिवा,भवानी,रुद्राणी,शर्वाणी,सर्वमङ्गला,अपर्णा,पार्वती,दुर्गा,मृडानी,चण्डिका,अम्बिका,आर्या,दाक्षायणी,गिरिजा,मेनकात्मजा,वृषाकपायी","शिवः,हिमवान्",
दाक्षायणी,स्त्री।,पार्वती,,,द्रव्यम्,आत्मा,देवता,,,,"उमा,कात्यायनी,गौरी,काली,हैमवती,ईश्वरी,शिवा,भवानी,रुद्राणी,शर्वाणी,सर्वमङ्गला,अपर्णा,पार्वती,दुर्गा,मृडानी,चण्डिका,अम्बिका,आर्या,दाक्षायणी,गिरिजा,मेनकात्मजा,वृषाकपायी","शिवः,हिमवान्",
गिरिजा,स्त्री।,पार्वती,,,द्रव्यम्,आत्मा,देवता,,,,"उमा,कात्यायनी,गौरी,काली,हैमवती,ईश्वरी,शिवा,भवानी,रुद्राणी,शर्वाणी,सर्वमङ्गला,अपर्णा,पार्वती,दुर्गा,मृडानी,चण्डिका,अम्बिका,आर्या,दाक्षायणी,गिरिजा,मेनकात्मजा,वृषाकपायी","शिवः,हिमवान्",
मेनकात्मजा,स्त्री।,पार्वती,,,द्रव्यम्,आत्मा,देवता,,,,"उमा,कात्यायनी,गौरी,काली,हैमवती,ईश्वरी,शिवा,भवानी,रुद्राणी,शर्वाणी,सर्वमङ्गला,अपर्णा,पार्वती,दुर्गा,मृडानी,चण्डिका,अम्बिका,आर्या,दाक्षायणी,गिरिजा,मेनकात्मजा,वृषाकपायी","शिवः,हिमवान्",
विनायक,पुं।,गणेशः,,,द्रव्यम्,आत्मा,देवता,,,,"विनायक,विघ्नराज,द्वैमातुर,गणाधिप,एकदन्त,हेरम्ब,लम्बोदर,गजानन",शिवः,
विघ्नराज,पुं।,गणेशः,,,द्रव्यम्,आत्मा,देवता,,,,"विनायक,विघ्नराज,द्वैमातुर,गणाधिप,एकदन्त,हेरम्ब,लम्बोदर,गजानन",शिवः,
द्वैमातुर,पुं।,गणेशः,,,द्रव्यम्,आत्मा,देवता,,,,"विनायक,विघ्नराज,द्वैमातुर,गणाधिप,एकदन्त,हेरम्ब,लम्बोदर,गजानन",शिवः,
गणाधिप,पुं।,गणेशः,,,द्रव्यम्,आत्मा,देवता,,,,"विनायक,विघ्नराज,द्वैमातुर,गणाधिप,एकदन्त,हेरम्ब,लम्बोदर,गजानन",शिवः,
एकदन्त,पुं।,गणेशः,,,द्रव्यम्,आत्मा,देवता,,,,"विनायक,विघ्नराज,द्वैमातुर,गणाधिप,एकदन्त,हेरम्ब,लम्बोदर,गजानन",शिवः,
हेरम्ब,पुं।,गणेशः,,,द्रव्यम्,आत्मा,देवता,,,,"विनायक,विघ्नराज,द्वैमातुर,गणाधिप,एकदन्त,हेरम्ब,लम्बोदर,गजानन",शिवः,
लम्बोदर,पुं।,गणेशः,,,द्रव्यम्,आत्मा,देवता,,,,"विनायक,विघ्नराज,द्वैमातुर,गणाधिप,एकदन्त,हेरम्ब,लम्बोदर,गजानन",शिवः,
गजानन,पुं।,गणेशः,,,द्रव्यम्,आत्मा,देवता,,,,"विनायक,विघ्नराज,द्वैमातुर,गणाधिप,एकदन्त,हेरम्ब,लम्बोदर,गजानन",शिवः,
कार्तिकेय,पुं।,कार्तिकेयः,,,द्रव्यम्,आत्मा,देवता,,,,"कार्तिकेय,महासेन,शरजन्मन्,षडानन,पार्वतीनन्दन,स्कन्द,सेनानी,अग्निभू,गुह,बाहुलेय,तारकजित्,विशाख,शिखिवाहन,षाण्मातुर,शक्तिधर,कुमार,क्रौञ्चदारण",शिवः,
महासेन,पुं।,कार्तिकेयः,,,द्रव्यम्,आत्मा,देवता,,,,"कार्तिकेय,महासेन,शरजन्मन्,षडानन,पार्वतीनन्दन,स्कन्द,सेनानी,अग्निभू,गुह,बाहुलेय,तारकजित्,विशाख,शिखिवाहन,षाण्मातुर,शक्तिधर,कुमार,क्रौञ्चदारण",शिवः,
शरजन्मन्,पुं।,कार्तिकेयः,,,द्रव्यम्,आत्मा,देवता,,,,"कार्तिकेय,महासेन,शरजन्मन्,षडानन,पार्वतीनन्दन,स्कन्द,सेनानी,अग्निभू,गुह,बाहुलेय,तारकजित्,विशाख,शिखिवाहन,षाण्मातुर,शक्तिधर,कुमार,क्रौञ्चदारण",शिवः,
